Land;Postleitzahl;Zusatzzahl;Ort;Amtliche Gemeindeverzeichnis ID
CH;8620;1;Wetzikon ZH 1;0
CH;8620;60;Wetzikon ZH 1 Zust;0
CH;8621;0;Wetzikon ZH 4;0
CH;8622;0;Wetzikon ZH;0
CH;8623;0;Wetzikon ZH;0
CH;8624;0;GrÅt (Gossau ZH);0
CH;8625;0;Gossau ZH;0
CH;8626;0;Ottikon;0
CH;8627;0;GrÅningen;0
CH;8630;0;RÅti ZH;0
CH;8630;47;RÅti Bahnhof SBB;0
CH;8630;60;RÅti ZH Zustellung;0
CH;8632;0;Tann;0
CH;8633;0;Wolfhausen;0
CH;8634;0;Hombrechtikon;0
CH;8634;60;Hombrechtikon Zust;0
CH;8635;0;DÅrnten;0
CH;8636;0;Wald ZH;0
CH;8636;60;Wald ZH Zustellung;0
CH;8637;0;Laupen ZH;0
CH;8638;0;Goldingen;0
CH;8639;0;Faltigberg;0
CH;8640;0;Rapperswil SG;0
CH;8640;2;Kempraten;0
CH;8640;3;Hurden;0
CH;8640;60;Rapperswil SG Zust;0
CH;8645;0;Jona;0
CH;8645;1;Jona Buech Gewerbe;0
CH;8646;0;Wagen;0
CH;8700;0;KÅsnacht ZH;0
CH;8700;60;KÅsnacht ZH Zust;0
CH;8702;0;Zollikon;0
CH;8702;1;Zollikon Dorf;0
CH;8703;0;Erlenbach ZH;0
CH;8703;60;Erlenbach ZH Zust;0
CH;8704;0;Herrliberg;0
CH;8704;60;Herrliberg Zust;0
CH;8706;0;Meilen;0
CH;8706;2;Feldmeilen;0
CH;8706;60;Meilen Zust;0
CH;8707;0;Uetikon am See;0
CH;8708;0;MÑnnedorf;0
CH;8708;60;MÑnnedorf Zust;0
CH;8712;0;StÑfa;0
CH;8712;60;StÑfa Zustellung;0
CH;8713;0;Uerikon;0
CH;8714;0;Feldbach;0
CH;8715;0;Bollingen;0
CH;8716;0;Schmerikon;0
CH;8717;0;Benken SG;0
CH;8718;0;SchÑnis;0
CH;8722;0;Kaltbrunn;0
CH;8722;60;Kaltbrunn Zust;0
CH;8723;0;Rufi;0
CH;8723;2;Maseltrangen;0
CH;8725;0;Ernetschwil;0
CH;8725;2;Gebertingen;0
CH;8726;0;Ricken SG;0
CH;8727;0;Walde SG;0
CH;8730;0;Uznach;0
CH;8730;60;Uznach Zustellung;0
CH;8730;76;Uznach Postauto;0
CH;8732;0;Neuhaus SG;0
CH;8733;0;Eschenbach SG;0
CH;8734;0;Ermenswil;0
CH;8735;0;St. Gallenkappel;0
CH;8735;2;RÅeterswil;0
CH;8737;0;Gommiswald;0
CH;8738;0;Uetliburg SG;0
CH;8739;0;Rieden SG;0
CH;8740;0;Uznach Vîgele AG;0
CH;8750;0;Glarus;0
CH;8750;2;Riedern;0
CH;8750;3;Klîntal;0
CH;8750;60;Glarus Zustellung;0
CH;8751;0;Urnerboden;0
CH;8752;0;NÑfels;0
CH;8753;0;Mollis;0
CH;8754;0;Netstal;0
CH;8755;0;Ennenda;0
CH;8756;0;Mitlîdi;0
CH;8757;0;Filzbach;0
CH;8758;0;Obstalden;0
CH;8759;0;Netstal;0
CH;8762;0;Schwanden GL;0
CH;8762;2;SchwÑndi GL;0
CH;8762;3;Sool;0
CH;8762;60;Schwanden GL Zust;0
CH;8765;0;Engi;0
CH;8766;0;Matt;0
CH;8767;0;Elm;0
CH;8772;0;Nidfurn;0
CH;8773;0;Haslen GL;0
CH;8774;0;Leuggelbach;0
CH;8775;0;Luchsingen-HÑtzin;0
CH;8775;1;Luchsingen;0
CH;8775;2;HÑtzingen;0
CH;8775;60;Luchsingen Zust;0
CH;8777;0;Diesbach GL;0
CH;8777;2;Betschwanden;0
CH;8782;0;RÅti GL;0
CH;8783;0;Linthal;0
CH;8784;0;Braunwald;0
CH;8800;0;Thalwil;0
CH;8800;47;Thalwil SBB;0
CH;8800;60;Thalwil Zustellung;0
CH;8801;2;Thalwil;0
CH;8802;0;Kilchberg ZH;0
CH;8802;60;Kilchberg ZH Zust;0
CH;8803;0;RÅschlikon;0
CH;8804;0;Au ZH;0
CH;8805;0;Richterswil;0
CH;8805;2;Richterswil Burghd;0
CH;8806;0;BÑch SZ;0
CH;8807;0;Freienbach;0
CH;8808;0;PfÑffikon SZ;0
CH;8808;47;PfÑffikon SBB;0
CH;8808;60;PfÑffikon SZ Zust;0
CH;8810;0;Horgen;0
CH;8810;1;Horgen 1;0
CH;8812;1;Horgen Bhf Oberd.;0
CH;8813;0;Horgen;0
CH;8815;0;Horgenberg;0
CH;8816;0;Hirzel;0
CH;8820;0;WÑdenswil;0
CH;8820;47;WÑdenswil SBB;0
CH;8820;60;WÑdenswil Zust;0
CH;8820;70;WÑdenswil Dist Ba;0
CH;8824;0;Schînenberg ZH;0
CH;8825;0;HÅtten;0
CH;8832;0;Wollerau;0
CH;8832;2;Wilen b. Wollerau;0
CH;8832;60;Wollerau Zust;0
CH;8833;0;Samstagern;0
CH;8834;0;Schindellegi;0
CH;8835;0;Feusisberg;0
CH;8836;0;Bennau;0
CH;8840;0;Einsiedeln;0
CH;8840;2;Trachslau;0
CH;8840;60;Einsiedeln Zust;0
CH;8841;0;Gross;0
CH;8842;0;Unteriberg;0
CH;8843;0;Oberiberg;0
CH;8844;0;Euthal;0
CH;8845;0;Studen SZ;0
CH;8846;0;Willerzell;0
CH;8847;0;Egg SZ;0
CH;8849;0;Alpthal;0
CH;8852;0;Altendorf;0
CH;8852;47;Altendorf B&V GK;0
CH;8852;48;Altendorf B&V GK 2;0
CH;8853;0;Lachen SZ;0
CH;8854;0;Siebnen;0
CH;8854;2;Galgenen;0
CH;8854;60;Siebnen Zust;0
CH;8855;0;Wangen SZ;0
CH;8856;0;Tuggen;0
CH;8857;0;Vorderthal;0
CH;8858;0;Innerthal;0
CH;8862;0;SchÅbelbach;0
CH;8863;0;Buttikon SZ;0
CH;8864;0;Reichenburg;0
CH;8865;0;Bilten;0
CH;8866;0;ZiegelbrÅcke;0
CH;8866;47;ZiegelbrÅcke SBB;0
CH;8867;0;Niederurnen;0
CH;8867;70;Niederurnen Dist F;0
CH;8868;0;Oberurnen;0
CH;8872;0;Weesen;0
CH;8873;0;Amden;0
CH;8874;0;MÅhlehorn;0
CH;8877;0;Murg;0
CH;8878;0;Quinten;0
CH;8879;0;Pizolpark (Mels);0
CH;8880;0;Walenstadt;0
CH;8881;1;Walenstadtberg;0
CH;8881;2;KnoblisbÅhl;0
CH;8881;6;Tscherlach;0
CH;8882;0;Unterterzen;0
CH;8883;0;Quarten;0
CH;8884;0;Oberterzen;0
CH;8885;0;Mols;0
CH;8886;0;MÑdris-Vermol;0
CH;8887;0;Mels;0
CH;8887;60;Mels Zustellung;0
CH;8887;75;Mels Kaserne;0
CH;8888;0;Heiligkreuz (Mels);0
CH;8889;0;Plons;0
CH;8890;0;Flums;0
CH;8890;60;Flums Zustellung;0
CH;8892;0;Berschis;0
CH;8893;0;Flums Hochwiese;0
CH;8894;0;Flumserberg Saxli;0
CH;8895;0;Flumserberg Portel;0
CH;8896;0;Flumserberg Bergh;0
CH;8897;0;Flumserberg Theim;0
CH;8898;0;Flumserberg Tboden;0
CH;8901;0;Urdorf;0
CH;8902;0;Urdorf;0
CH;8902;70;Urdorf Dist Ba;0
CH;8902;71;Urdorf GKA;0
CH;8903;0;Birmensdorf ZH;0
CH;8903;60;Birmensdorf Zust;0
CH;8903;75;Birmensdorf ZH Kas;0
CH;8904;0;Aesch ZH;0
CH;8905;0;Arni-Islisberg;0
CH;8905;2;Islisberg;0
CH;8905;3;Arni AG;0
CH;8906;0;Bonstetten;0
CH;8907;0;Wettswil;0
CH;8907;60;Wettswil Zust;0
CH;8908;0;Hedingen;0
CH;8909;0;Zwillikon;0
CH;8910;0;Affoltern am Albis;0
CH;8910;60;Affoltern a.A.Zust;0
CH;8911;0;Rifferswil;0
CH;8912;0;Obfelden;0
CH;8913;0;Ottenbach;0
CH;8914;0;Aeugst am Albis;0
CH;8914;2;Aeugstertal;0
CH;8915;0;Hausen am Albis;0
CH;8916;0;Jonen;0
CH;8917;0;Oberlunkhofen;0
CH;8918;0;Unterlunkhofen;0
CH;8919;0;Rottenschwil;0
CH;8925;0;Ebertswil;0
CH;8926;0;Kappel am Albis;0
CH;8926;2;Hauptikon;0
CH;8926;3;Uerzlikon;0
CH;8926;60;Kappel a. A. Zust;0
CH;8932;0;Mettmenstetten;0
CH;8932;60;Mettmenstetten Zus;0
CH;8933;0;Maschwanden;0
CH;8934;0;Knonau;0
CH;8942;0;Oberrieden;0
CH;8951;0;Fahrweid;0
CH;8952;0;Schlieren;0
CH;8952;55;Schlieren DS;0
CH;8952;60;Schlieren Zust;0
CH;8953;0;Dietikon;0
CH;8953;1;Dietikon 1;0
CH;8953;2;Dietikon 2;0
CH;8953;47;Dietikon SBB;0
CH;8954;0;Geroldswil;0
CH;8955;0;Oetwil a.d. Limmat;0
CH;8956;0;Killwangen;0
CH;8957;0;Spreitenbach;0
CH;8957;60;Spreitenbach Zust;0
CH;8962;0;Bergdietikon;0
CH;8964;0;Rudolfstetten;0
CH;8965;0;Berikon;0
CH;8965;1;Berikon 1;0
CH;8965;2;Berikon 2 Dorf;0
CH;8965;60;Berikon 1 Zust;0
CH;8966;0;Oberwil-Lieli;0
CH;8967;0;Widen;0
CH;8970;0;Urdorf Exchange;0
CH;9000;0;St. Gallen;0
CH;9000;1;St. Gallen 1 Ann.;0
CH;9000;60;St. Gallen 1 Zust;0
CH;9000;70;St. Gallen Dist Ba;0
CH;9000;75;St. Gallen Kaserne;0
CH;9001;0;St. Gallen;0
CH;9001;76;St. Gallen Postaut;0
CH;9004;0;St. Gallen;0
CH;9006;0;St. Gallen;0
CH;9007;0;St. Gallen;0
CH;9008;0;St. Gallen;0
CH;9009;0;St. Gallen;0
CH;9010;0;St. Gallen;0
CH;9011;0;St. Gallen;0
CH;9012;0;St. Gallen;0
CH;9013;0;St. Gallen;0
CH;9014;0;St. Gallen;0
CH;9014;60;St. Gallen 14 Zust;0
CH;9015;0;St. Gallen;0
CH;9016;0;St. Gallen;0
CH;9020;0;St. Gallen;0
CH;9020;81;St. Gallen PF KD;0
CH;9022;0;St. Gallen;0
CH;9023;0;St. Gallen;0
CH;9024;0;St. Gallen;0
CH;9025;0;St. Gallen Quelle;0
CH;9026;0;St. Gallen K AG;0
CH;9027;0;St. Gallen;0
CH;9028;0;St. Gallen;0
CH;9029;0;St. Gallen;0
CH;9030;0;Abtwil SG;0
CH;9030;2;Gaiserwald;0
CH;9030;3;St. Josefen;0
CH;9032;0;Engelburg;0
CH;9033;0;Untereggen;0
CH;9034;0;Eggersriet;0
CH;9035;0;Grub AR;0
CH;9036;0;Grub SG;0
CH;9037;0;Speicherschwendi;0
CH;9038;0;Rehetobel;0
CH;9042;0;Speicher;0
CH;9043;0;Trogen;0
CH;9044;0;Wald AR;0
CH;9050;0;Appenzell;0
CH;9050;2;Appenzell Eggerst.;0
CH;9050;3;Appenzell Enggenh.;0
CH;9050;5;Appenzell Meister.;0
CH;9050;6;Appenzell Steinegg;0
CH;9050;7;Appenzell Schlatt;0
CH;9050;60;Appenzell Zust;0
CH;9052;0;Niederteufen;0
CH;9053;0;Teufen AR;0
CH;9053;60;Teufen AR Zust;0
CH;9054;0;Haslen AI;0
CH;9055;0;BÅhler;0
CH;9056;0;Gais;0
CH;9057;0;Weissbad;0
CH;9057;2;Schwende;0
CH;9057;3;Wasserauen;0
CH;9058;0;BrÅlisau;0
CH;9062;0;LustmÅhle;0
CH;9063;0;Stein AR;0
CH;9064;0;Hundwil;0
CH;9100;0;Herisau;0
CH;9100;1;Herisau 1;0
CH;9100;60;Herisau 1 Zust;0
CH;9101;0;Herisau;0
CH;9102;0;Herisau;0
CH;9103;0;Schwellbrunn;0
CH;9104;0;Waldstatt;0
CH;9105;0;Schînengrund;0
CH;9107;0;UrnÑsch;0
CH;9108;0;Gonten;0
CH;9108;2;Gontenbad;0
CH;9108;3;Jakobsbad;0
CH;9112;0;Schachen b.Herisau;0
CH;9113;0;Degersheim;0
CH;9113;60;Degersheim Zust;0
CH;9114;0;Hoffeld;0
CH;9115;0;Dicken;0
CH;9116;0;Wolfertswil;0
CH;9122;0;Mogelsberg;0
CH;9122;2;Ebersol;0
CH;9123;0;Nassen;0
CH;9125;0;Brunnadern;0
CH;9126;0;Necker;0
CH;9127;0;St. Peterzell;0
CH;9200;0;Gossau SG;0
CH;9200;1;Gossau SG 1;0
CH;9200;2;Gossau SG 2;0
CH;9200;50;Gossau SG LZB;0
CH;9200;60;Gossau SG 1 Zust;0
CH;9201;0;Gossau SG;0
CH;9203;0;Niederwil SG;0
CH;9204;0;Andwil SG;0
CH;9205;0;Waldkirch;0
CH;9212;0;Arnegg;0
CH;9213;0;Hauptwil;0
CH;9214;0;Kradolf-Schînenb.;0
CH;9214;2;Kradolf;0
CH;9215;0;Schînenberg TG;0
CH;9215;2;Buhwil;0
CH;9216;0;Heldswil;0
CH;9216;2;Hohentannen;0
CH;9217;0;Neukirch;0
CH;9220;0;Bischofszell;0
CH;9220;60;Bischofszell Zust;0
CH;9223;0;Schweizersholz;0
CH;9223;1;Halden;0
CH;9225;0;Wilen (Gottshaus);0
CH;9225;1;St. Pelagiberg;0
CH;9230;0;Flawil;0
CH;9230;1;Flawil 1;0
CH;9230;2;Flawil 2;0
CH;9230;60;Flawil 1 Zust;0
CH;9231;0;Egg (Flawil);0
CH;9240;0;Uzwil;0
CH;9240;2;Niederglatt SG;0
CH;9240;60;Uzwil Zustellung;0
CH;9242;0;Oberuzwil;0
CH;9243;0;Jonschwil;0
CH;9244;0;Niederuzwil;0
CH;9245;0;OberbÅren;0
CH;9245;2;Sonnental;0
CH;9246;0;NiederbÅren;0
CH;9247;0;Henau;0
CH;9248;0;Bichwil;0
CH;9249;0;Algetshausen;0
CH;9249;1;Niederstetten;0
CH;9249;2;Oberstetten;0
CH;9300;0;Wittenbach;0
CH;9300;60;Wittenbach Zust;0
CH;9301;0;Wittenbach;0
CH;9304;0;Bernhardzell;0
CH;9305;0;Berg SG;0
CH;9306;0;Freidorf TG;0
CH;9308;0;Lîmmenschwil;0
CH;9312;0;HÑggenschwil;0
CH;9313;0;Muolen;0
CH;9314;0;Steinebrunn;0
CH;9315;0;Neukirch (Egnach);0
CH;9315;2;Winden;0
CH;9320;0;Arbon;0
CH;9320;2;Frasnacht;0
CH;9320;3;Stachen;0
CH;9320;60;Arbon Zustellung;0
CH;9322;0;Egnach;0
CH;9323;0;Steinach;0
CH;9325;0;Roggwil TG;0
CH;9326;0;Horn;0
CH;9327;0;TÅbach;0
CH;9400;0;Rorschach;0
CH;9400;60;Rorschach Zust;0
CH;9401;0;Rorschach;0
CH;9402;0;Mîrschwil;0
CH;9403;0;Goldach;0
CH;9404;0;Rorschacherberg;0
CH;9405;0;Wienacht-Tobel;0
CH;9410;0;Heiden;0
CH;9410;60;Heiden Zustellung;0
CH;9411;0;Reute AR;0
CH;9413;0;Oberegg;0
CH;9414;0;Schachen b. Reute;0
CH;9422;0;Staad SG;0
CH;9423;0;Altenrhein;0
CH;9424;0;Rheineck;0
CH;9424;60;Rheineck Zust;0
CH;9425;0;Thal;0
CH;9426;0;Lutzenberg;0
CH;9427;0;Wolfhalden;0
CH;9428;0;Walzenhausen;0
CH;9428;3;Platz;0
CH;9430;0;St. Margrethen SG;0
CH;9430;60;St.Margrethen Zust;0
CH;9434;0;Au SG;0
CH;9435;0;Heerbrugg;0
CH;9435;60;Heerbrugg Zust;0
CH;9436;0;Balgach;0
CH;9437;0;Marbach SG;0
CH;9442;0;Berneck;0
CH;9442;2;BÅriswilen;0
CH;9442;70;Berneck Dist Ba;0
CH;9443;0;Widnau;0
CH;9444;0;Diepoldsau;0
CH;9444;60;Diepoldsau Zust;0
CH;9445;0;Rebstein;0
CH;9450;0;AltstÑtten SG;0
CH;9450;2;LÅchingen;0
CH;9450;60;AltstÑtten SG Zust;0
CH;9451;0;Kriessern;0
CH;9452;0;Hinterforst;0
CH;9453;0;Eichberg;0
CH;9462;0;Montlingen;0
CH;9463;0;Oberriet SG;0
CH;9463;60;Oberriet SG Zust;0
CH;9464;0;RÅthi (Rheintal);0
CH;9464;2;Lienz;0
CH;9465;0;Salez;0
CH;9466;0;Sennwald;0
CH;9467;0;FrÅmsen;0
CH;9468;0;Sax;0
CH;9469;0;Haag (Rheintal);0
CH;9470;0;Buchs SG;0
CH;9470;1;Buchs SG 1;0
CH;9470;3;Buchs SG 3;0
CH;9470;5;Werdenberg;0
CH;9470;60;Buchs SG 1 Zust;0
CH;9470;70;Buchs SG Dist Fil;0
CH;9471;1;Buchs SG 1;0
CH;9471;3;Buchs SG 3;0
CH;9471;47;Buchs Bahnhof SBB;0
CH;9472;0;Grabs;0
CH;9472;2;Grabserberg;0
CH;9473;0;Gams;0
CH;9475;0;Sevelen;0
CH;9476;0;Weite;0
CH;9476;2;Fontnas;0
CH;9477;0;TrÅbbach;0
CH;9478;0;Azmoos;0
CH;9479;0;Oberschan;0
CH;9479;1;Malans SG;0
CH;9479;2;Gretschins;0
CH;9485;0;Nendeln;0
CH;9486;0;Schaanwald;0
CH;9487;0;Gamprin-Bendern;0
CH;9488;0;Schellenberg;0
CH;9489;0;Schaan Log;0
CH;9490;0;Vaduz;0
CH;9491;0;Ruggell;0
CH;9492;0;Eschen;0
CH;9493;0;Mauren FL;0
CH;9494;0;Schaan;0
CH;9494;50;Schaan BZ;0
CH;9494;60;Schaan Zustellung;0
CH;9494;68;Schaan BZ GKS;0
CH;9495;0;Triesen;0
CH;9496;0;Balzers;0
CH;9497;0;Triesenberg;0
CH;9498;0;Planken;0
CH;9500;0;Wil SG;0
CH;9500;1;Wil SG 1;0
CH;9500;2;Wil SG 2;0
CH;9500;60;Wil SG 1 Zust;0
CH;9501;0;Wil SG 1;0
CH;9502;0;Braunau;0
CH;9503;0;Stehrenberg;0
CH;9503;2;Lanterswil;0
CH;9504;0;Friltschen;0
CH;9506;0;Lommis;0
CH;9507;0;Stettfurt;0
CH;9508;0;Weingarten-Kalth;0
CH;9510;0;Wil SG Dist Ba;0
CH;9512;0;RossrÅti;0
CH;9514;0;Wuppenau;0
CH;9515;0;Hosenruck;0
CH;9517;0;Mettlen;0
CH;9523;0;ZÅberwangen;0
CH;9524;0;Zuzwil SG;0
CH;9525;0;Lenggenwil;0
CH;9526;0;Zuckenriet;0
CH;9527;0;Niederhelfenschwil;0
CH;9532;0;Rickenbach b. Wil;0
CH;9533;0;Kirchberg SG;0
CH;9533;1;Dietschwil;0
CH;9534;0;GÑhwil;0
CH;9535;0;Wilen b. Wil;0
CH;9536;0;Schwarzenbach SG;0
CH;9542;0;MÅnchwilen TG;0
CH;9542;60;MÅnchwilen TG Zust;0
CH;9543;0;St. Margarethen TG;0
CH;9545;0;WÑngi;0
CH;9545;60;WÑngi Zustellung;0
CH;9546;0;Tuttwil;0
CH;9547;0;Wittenwil;0
CH;9548;0;Matzingen;0
CH;9552;0;Bronschhofen;0
CH;9553;0;Bettwiesen;0
CH;9554;0;TÑgerschen;0
CH;9555;0;Tobel;0
CH;9556;0;Affeltrangen;0
CH;9556;2;Zezikon;0
CH;9562;0;MÑrwil;0
CH;9562;2;Buch b. MÑrwil;0
CH;9565;0;Bussnang;0
CH;9565;2;Oberbussnang;0
CH;9565;3;Oppikon;0
CH;9565;4;Schmidshof;0
CH;9565;5;Rothenhausen;0
CH;9573;0;Littenheid;0
CH;9601;0;LÅtisburg Station;0
CH;9602;0;Bazenheid;0
CH;9602;2;MÅselbach;0
CH;9602;60;Bazenheid Zust;0
CH;9604;0;LÅtisburg;0
CH;9604;1;Oberrindal;0
CH;9604;2;Unterrindal;0
CH;9606;0;BÅtschwil;0
CH;9607;0;Mosnang;0
CH;9608;0;Ganterschwil;0
CH;9612;0;Dreien;0
CH;9613;0;MÅhlrÅti;0
CH;9614;0;Libingen;0
CH;9615;0;Dietfurt;0
CH;9620;0;Lichtensteig;0
CH;9621;0;Oberhelfenschwil;0
CH;9622;0;Krinau;0
CH;9630;0;Wattwil;0
CH;9630;60;Wattwil Zustellung;0
CH;9631;0;Ulisbach;0
CH;9633;0;Hemberg;0
CH;9633;2;BÑchli (Hemberg);0
CH;9642;0;Ebnat-Kappel;0
CH;9642;60;Ebnat-Kappel Zust;0
CH;9643;0;Krummenau;0
CH;9650;0;Nesslau;0
CH;9651;0;EnnetbÅhl;0
CH;9652;0;Neu St. Johann;0
CH;9655;0;Stein SG;0
CH;9656;0;Alt St. Johann;0
CH;9657;0;Unterwasser;0
CH;9658;0;Wildhaus;0
